data,cidade,polo,latitude,longitude,T2M,T2M_MAX,T2M_MIN,RH2M,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2MDEW,PRECTOTCORR,WS2M,DLI,VPD
2015-01-01,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.3,30.05,21.42,74.12,26.83,12.54,20.02,1.87,2.73,57.3078,1.0623935407139848
2015-01-01,Ibiuna,Sudoeste,-23.6583,-47.2113,24.28,28.68,19.57,81.29,26.6,12.44,20.64,2.26,1.77,56.8508,0.671938495064226
2015-01-02,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.1,29.42,21.64,78.51,23.01,10.81,20.77,2.82,3.01,49.401700000000005,0.8931157424018514
2015-01-02,Ibiuna,Sudoeste,-23.6583,-47.2113,23.66,27.36,21.23,87.12,23.75,11.12,21.25,2.82,1.68,50.8184,0.5563944533260461
2015-01-03,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.05,26.36,21.11,89.97,15.57,7.45,21.24,5.97,2.04,34.0465,0.44484459860322323
2015-01-03,Ibiuna,Sudoeste,-23.6583,-47.2113,23.95,28.82,20.82,84.44,22.65,10.54,20.92,2.37,1.36,48.1678,0.7371088500595051
2015-01-04,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.22,27.26,20.52,85.44,12.64,6.19,20.41,2.0,1.55,28.288300000000003,0.619061961561139
2015-01-04,Ibiuna,Sudoeste,-23.6583,-47.2113,23.76,28.25,20.12,81.11,13.11,6.39,20.04,1.13,1.12,29.2023,0.7514275759679081
2015-01-05,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.41,25.44,20.22,88.11,17.36,8.32,20.23,11.8,1.92,38.022400000000005,0.4392549727025976
2015-01-05,Ibiuna,Sudoeste,-23.6583,-47.2113,23.01,26.79,20.25,83.43,21.6,10.12,19.88,16.0,1.52,46.2484,0.6272136329126026
2015-01-06,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.33,28.97,19.09,82.39,22.43,10.52,19.82,9.24,1.62,48.0764,0.7918964185006652
2015-01-06,Ibiuna,Sudoeste,-23.6583,-47.2113,23.86,28.97,18.87,80.13,23.37,10.95,19.88,4.16,1.23,50.0415,0.7682185709189557
2015-01-07,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.18,31.44,20.25,76.41,27.63,12.83,20.15,12.72,1.12,58.633100000000006,1.1304564947630178
2015-01-07,Ibiuna,Sudoeste,-23.6583,-47.2113,24.91,30.5,19.92,77.88,28.23,13.13,20.35,11.38,1.25,60.00410000000001,0.9570780454368046
2015-01-08,Ibiuna,Sudoeste,-23.6583,-47.2113,25.17,30.09,20.42,77.5,29.75,13.81,20.62,11.08,0.86,63.111700000000006,0.90284983610844
2015-01-08,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.32,31.46,20.01,75.49,28.52,13.18,20.13,4.53,1.15,60.232600000000005,1.1184963417058151
2015-01-09,Ibiuna,Sudoeste,-23.6583,-47.2113,26.26,31.54,20.65,74.07,29.46,13.58,20.81,0.58,1.45,62.0606,1.0751738069779466
2015-01-09,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,26.77,33.07,21.36,69.02,29.45,13.56,19.99,0.34,1.16,61.96920000000001,1.4593989391029045
2015-01-10,Ibiuna,Sudoeste,-23.6583,-47.2113,26.75,32.38,21.51,72.92,28.83,13.3,20.94,4.48,1.17,60.781000000000006,1.2340571294618385
2015-01-10,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,26.69,33.05,21.55,68.7,27.91,12.85,19.93,1.48,1.7,58.7245,1.480105865388421
2015-01-11,Ibiuna,Sudoeste,-23.6583,-47.2113,26.98,32.41,20.48,68.51,28.59,13.15,20.3,0.68,1.38,60.09550000000001,1.2553009800913726
2015-01-11,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,27.29,34.42,21.45,64.86,26.5,12.18,19.42,3.13,1.1,55.662600000000005,1.745118056221536
2015-01-12,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,27.46,33.57,21.68,69.57,27.09,12.54,20.63,2.92,1.55,57.3078,1.4619695726091093
2015-01-12,Ibiuna,Sudoeste,-23.6583,-47.2113,26.78,31.72,21.71,70.7,25.11,11.66,20.64,1.29,1.03,53.2862,1.2062678804488072
2015-01-13,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,26.98,33.25,22.24,68.12,28.1,12.87,19.91,2.19,1.44,58.8159,1.5666999392562055
2015-01-13,Ibiuna,Sudoeste,-23.6583,-47.2113,26.86,32.75,20.88,67.89,28.69,13.14,19.86,2.9,1.17,60.049800000000005,1.3962921647528845
2015-01-14,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,26.21,31.35,21.62,69.41,20.66,9.61,19.6,4.46,0.99,43.9177,1.302093841927797
2015-01-14,Ibiuna,Sudoeste,-23.6583,-47.2113,25.41,29.5,21.0,73.32,20.67,9.68,19.98,2.75,1.1,44.2376,0.9695575204162701
2015-01-15,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.06,30.4,21.78,77.23,25.49,11.68,20.37,1.75,1.91,53.3776,1.0826609594200698
2015-01-15,Ibiuna,Sudoeste,-23.6583,-47.2113,24.75,29.49,20.61,76.08,25.98,11.9,19.96,0.93,1.8,54.383,0.9417824316394414
2015-01-16,Ibiuna,Sudoeste,-23.6583,-47.2113,25.93,32.2,20.42,72.02,29.06,13.38,19.74,0.21,1.47,61.14660000000001,1.3033627482423977
2015-01-16,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.4,32.08,21.16,74.59,26.22,12.07,19.8,0.14,1.83,55.15990000000001,1.3344444141738108
2015-01-17,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,26.95,35.21,19.68,62.18,28.67,13.06,17.48,0.01,1.44,59.684200000000004,1.9928534671433689
2015-01-17,Ibiuna,Sudoeste,-23.6583,-47.2113,27.62,34.96,19.84,63.37,28.62,13.1,18.8,0.0,1.22,59.867000000000004,1.7926173034901862
2015-01-18,Ibiuna,Sudoeste,-23.6583,-47.2113,27.94,35.29,21.04,58.86,27.06,12.44,18.05,0.31,1.66,56.8508,2.0327908197171225
2015-01-18,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,27.07,35.1,21.25,59.6,26.08,11.96,17.09,0.37,1.35,54.65720000000001,2.140834262989978
2015-01-19,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,26.69,35.2,19.73,59.09,29.37,13.4,16.04,0.45,2.06,61.23800000000001,2.169371511306178
2015-01-19,Ibiuna,Sudoeste,-23.6583,-47.2113,27.69,36.69,20.34,57.24,29.4,13.53,16.65,2.74,1.64,61.832100000000004,2.38362806755393
2015-01-20,Ibiuna,Sudoeste,-23.6583,-47.2113,26.59,35.27,19.41,59.12,28.59,13.06,16.11,3.8,1.71,59.684200000000004,2.1495816593514263
2015-01-20,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.91,34.06,20.26,64.31,25.83,11.86,17.13,1.28,1.61,54.2002,1.9028679140284435
2015-01-21,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.4,31.65,20.97,77.23,16.37,7.73,19.42,5.94,1.97,35.326100000000004,1.316347726516054
2015-01-21,Ibiuna,Sudoeste,-23.6583,-47.2113,24.84,31.56,20.79,75.23,21.78,10.03,19.47,9.34,1.88,45.8371,1.2838062837525723
2015-01-22,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.93,24.57,20.38,90.36,16.16,7.71,20.23,13.17,3.34,35.234700000000004,0.3689168180339206
2015-01-22,Ibiuna,Sudoeste,-23.6583,-47.2113,22.66,27.53,19.16,83.42,20.23,9.38,19.48,9.19,3.4,42.866600000000005,0.684503697684876
2015-01-23,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.89,25.63,19.8,86.26,18.97,8.91,19.3,3.08,2.37,40.718700000000005,0.5601935666833802
2015-01-23,Ibiuna,Sudoeste,-23.6583,-47.2113,22.52,27.77,18.72,78.72,20.84,9.68,18.27,1.07,2.32,44.2376,0.8451619498917662
2015-01-24,Ibiuna,Sudoeste,-23.6583,-47.2113,23.62,29.39,18.35,75.65,25.91,11.9,18.51,2.59,1.37,54.383,0.9722373367546759
2015-01-24,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.03,29.08,19.03,79.74,20.99,9.83,18.85,3.45,1.56,44.923100000000005,0.9359574813923772
2015-01-25,Ibiuna,Sudoeste,-23.6583,-47.2113,22.9,26.26,18.98,81.74,28.04,12.95,19.44,14.34,1.72,59.1815,0.5456105630299048
2015-01-25,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.62,27.36,18.12,79.12,28.42,13.12,18.55,10.47,1.79,59.9584,0.7240195593415013
2015-01-26,Ibiuna,Sudoeste,-23.6583,-47.2113,22.38,25.79,19.71,85.91,23.09,10.73,19.79,6.46,1.41,49.036100000000005,0.50022783811816
2015-01-26,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.26,26.95,19.77,78.66,19.93,9.31,19.1,5.36,1.55,42.54670000000001,0.7189059868486307
2015-01-27,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.84,28.17,19.4,77.34,20.09,9.36,19.32,5.12,1.52,42.7752,0.7935224683186783
2015-01-27,Ibiuna,Sudoeste,-23.6583,-47.2113,23.6,27.54,18.99,77.81,22.32,10.33,19.24,2.17,1.18,47.2081,0.7074314579986782
2015-01-28,Ibiuna,Sudoeste,-23.6583,-47.2113,23.58,27.89,19.58,80.86,18.35,8.65,19.88,2.18,1.77,39.5305,0.6960131664023956
2015-01-28,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.27,28.92,20.01,74.77,20.88,9.75,19.12,2.08,1.88,44.557500000000005,0.9495646391904673
2015-01-29,Ibiuna,Sudoeste,-23.6583,-47.2113,23.76,28.4,20.45,81.21,16.59,7.95,20.01,0.5,2.3,36.331500000000005,0.7968106572847118
2015-01-29,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.91,28.12,20.61,76.25,20.96,9.83,19.2,0.35,3.46,44.923100000000005,0.8922735834019635
2015-01-30,Ibiuna,Sudoeste,-23.6583,-47.2113,22.54,26.4,19.73,84.6,17.2,8.16,19.65,1.48,1.74,37.2912,0.5825178851132504
2015-01-30,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.15,25.43,20.41,88.44,15.71,7.51,20.09,5.46,2.84,34.3207,0.4727177734739598
2015-01-31,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.02,26.34,19.78,87.03,13.53,6.47,19.6,3.28,3.33,29.5679,0.587104716383068
2015-01-31,Ibiuna,Sudoeste,-23.6583,-47.2113,22.94,29.37,19.12,80.44,19.64,9.12,19.07,2.24,2.56,41.678399999999996,0.9460051213195233
2015-02-01,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.67,28.65,19.21,86.57,16.75,8.03,20.08,6.36,2.68,36.6971,0.7259711682558141
2015-02-01,Ibiuna,Sudoeste,-23.6583,-47.2113,23.76,30.72,18.98,79.37,20.7,9.67,19.57,3.82,1.93,44.191900000000004,1.031302231653561
2015-02-02,Ibiuna,Sudoeste,-23.6583,-47.2113,22.09,26.83,17.76,84.06,20.17,9.38,19.09,3.5,1.82,42.866600000000005,0.5717300660671749
2015-02-02,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.5,25.42,19.06,90.27,14.03,6.8,19.76,5.64,2.19,31.076,0.42299761337887576
2015-02-03,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.95,29.2,18.55,77.54,26.55,12.22,18.2,3.24,1.46,55.845400000000005,1.0042442367175983
2015-02-03,Ibiuna,Sudoeste,-23.6583,-47.2113,23.31,30.84,16.16,73.04,28.16,12.96,17.27,3.22,0.92,59.22720000000001,1.1732575226337372
2015-02-04,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.66,25.02,19.39,83.7,10.64,5.26,18.63,3.67,1.57,24.0382,0.5643119752672856
2015-02-04,Ibiuna,Sudoeste,-23.6583,-47.2113,21.35,25.02,19.15,86.04,12.46,6.08,18.78,6.33,1.5,27.785600000000002,0.5273828658185509
2015-02-05,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.73,24.57,18.06,88.74,5.76,3.03,18.72,24.93,3.51,13.8471,0.42036446846613806
2015-02-05,Ibiuna,Sudoeste,-23.6583,-47.2113,20.42,23.27,18.33,92.44,9.24,4.71,19.14,23.02,2.7,21.524700000000003,0.26476706889701296
2015-02-06,Ibiuna,Sudoeste,-23.6583,-47.2113,21.13,26.16,16.83,84.93,18.79,8.83,18.28,20.53,1.61,40.353100000000005,0.5545502995264964
2015-02-06,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.23,26.26,18.08,84.54,18.58,8.76,18.29,20.02,1.57,40.0332,0.6419965124456017
2015-02-07,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.93,25.82,17.39,85.38,22.71,10.44,18.19,3.18,1.15,47.7108,0.5672139404286272
2015-02-07,Ibiuna,Sudoeste,-23.6583,-47.2113,21.83,28.34,16.53,78.22,26.39,11.96,17.28,3.02,1.48,54.65720000000001,0.8957041230140155
2015-02-08,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.1,27.28,17.81,83.91,22.69,10.43,18.97,1.77,2.09,47.6651,0.6386101240252469
2015-02-08,Ibiuna,Sudoeste,-23.6583,-47.2113,22.62,29.38,17.01,78.61,27.04,12.29,18.14,1.34,1.72,56.1653,0.9344942297471728
2015-02-09,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.65,28.85,18.28,84.89,22.55,10.49,19.75,0.81,2.13,47.9393,0.7335080143360599
2015-02-09,Ibiuna,Sudoeste,-23.6583,-47.2113,23.47,29.57,17.9,80.19,20.99,9.75,19.45,0.67,1.43,44.557500000000005,0.8354427502394017
2015-02-10,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.17,29.25,20.5,82.72,18.68,8.86,20.74,5.44,1.61,40.4902,0.7902144968344422
2015-02-10,Ibiuna,Sudoeste,-23.6583,-47.2113,23.51,28.51,19.77,83.76,19.56,9.21,20.36,6.11,2.08,42.08970000000001,0.7085163353008097
2015-02-11,Ibiuna,Sudoeste,-23.6583,-47.2113,24.09,28.19,20.7,83.94,19.78,9.32,21.02,0.34,1.95,42.592400000000005,0.641684278487983
2015-02-11,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.18,30.31,20.46,78.67,23.35,10.86,20.84,1.42,1.58,49.6302,0.8997298100098066
2015-02-12,Ibiuna,Sudoeste,-23.6583,-47.2113,24.69,28.59,20.96,81.59,24.68,11.58,21.15,0.27,1.55,52.9206,0.6863090051870473
2015-02-12,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,25.25,29.52,21.87,80.83,25.92,12.07,21.54,0.61,1.56,55.15990000000001,0.8046416607041942
2015-02-13,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.54,28.18,21.51,81.05,16.5,7.75,20.88,0.2,1.46,35.417500000000004,0.7241256699377918
2015-02-13,Ibiuna,Sudoeste,-23.6583,-47.2113,25.57,30.34,21.77,75.21,15.75,7.49,20.59,0.64,1.05,34.2293,1.0417469730592281
2015-02-14,Ibiuna,Sudoeste,-23.6583,-47.2113,23.14,27.61,19.99,83.07,20.15,9.43,19.9,4.04,1.24,43.0951,0.6920409160947618
2015-02-14,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.25,27.17,21.03,86.79,21.14,9.83,20.78,0.31,1.49,44.923100000000005,0.5927274842206889
2015-02-15,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.72,27.53,20.06,84.31,14.87,7.13,19.65,1.51,1.49,32.5841,0.7242487697593658
2015-02-15,Ibiuna,Sudoeste,-23.6583,-47.2113,21.92,26.75,18.85,85.21,15.06,7.22,19.1,2.31,1.47,32.995400000000004,0.6340078028828096
2015-02-16,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.09,27.25,19.06,82.88,13.33,6.48,18.67,1.1,1.39,29.613600000000005,0.7592403115691888
2015-02-16,Ibiuna,Sudoeste,-23.6583,-47.2113,21.88,27.27,17.72,81.58,13.18,6.42,18.24,1.23,1.37,29.3394,0.7297266728252736
2015-02-17,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.84,27.65,19.96,81.68,13.51,6.5,19.25,12.12,1.45,29.705000000000002,0.7861381498603985
2015-02-17,Ibiuna,Sudoeste,-23.6583,-47.2113,21.72,25.87,19.11,87.5,11.33,5.6,19.42,9.44,2.07,25.592,0.5184715974771694
2015-02-18,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.16,25.23,20.2,86.28,10.23,5.11,19.64,9.87,2.23,23.352700000000002,0.502734510753807
2015-02-18,Ibiuna,Sudoeste,-23.6583,-47.2113,21.84,25.28,19.21,89.26,10.63,5.3,19.88,11.51,2.61,24.221,0.4027039699158381
2015-02-19,Ibiuna,Sudoeste,-23.6583,-47.2113,22.53,26.71,19.13,86.53,15.76,7.55,20.02,1.96,3.15,34.5035,0.5190257421145104
2015-02-19,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.21,27.67,19.31,81.4,17.88,8.42,19.6,0.93,2.54,38.479400000000005,0.6930729290034674
2015-02-20,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.7,27.58,20.72,81.45,16.21,7.62,20.1,0.16,1.72,34.8234,0.713716236275165
2015-02-20,Ibiuna,Sudoeste,-23.6583,-47.2113,22.72,27.1,19.61,83.85,13.21,6.32,19.66,2.35,2.5,28.882400000000004,0.6448484877573608
2015-02-21,Ibiuna,Sudoeste,-23.6583,-47.2113,24.03,29.21,19.7,79.48,23.92,10.96,19.93,0.28,1.53,50.08720000000001,0.8467094476363388
2015-02-21,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.18,29.73,20.03,80.74,22.68,10.3,20.19,0.09,1.97,47.071000000000005,0.8942863101409393
2015-02-22,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.56,29.8,19.07,79.51,25.19,11.4,19.24,0.15,2.6,52.098000000000006,0.9703093984805267
2015-02-22,Ibiuna,Sudoeste,-23.6583,-47.2113,23.78,30.62,18.45,75.93,26.55,12.03,18.6,0.0,2.2,54.9771,1.1165602492225193
2015-02-23,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.18,30.29,19.45,77.95,25.62,11.8,19.43,2.23,2.07,53.92600000000001,1.0299631014916537
2015-02-23,Ibiuna,Sudoeste,-23.6583,-47.2113,24.46,30.66,19.41,74.34,25.46,11.78,18.95,0.47,1.57,53.8346,1.139747602432823
2015-02-24,Ibiuna,Sudoeste,-23.6583,-47.2113,23.17,27.55,19.85,82.57,21.57,10.02,19.78,4.75,1.27,45.7914,0.6927087683021393
2015-02-24,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.44,27.74,19.92,80.8,20.54,9.57,19.66,5.88,1.6,43.7349,0.7353866100377391
2015-02-25,Ibiuna,Sudoeste,-23.6583,-47.2113,21.69,25.26,18.39,85.69,18.55,8.77,19.08,10.3,1.59,40.0789,0.45777469324619524
2015-02-25,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.0,25.66,19.31,84.18,17.17,8.12,19.08,10.49,2.12,37.108399999999996,0.5589757086051996
2015-02-26,Ibiuna,Sudoeste,-23.6583,-47.2113,23.48,29.24,18.81,77.95,25.56,11.84,18.98,1.66,0.87,54.1088,0.9218727705582266
2015-02-26,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.82,27.38,19.1,81.68,23.68,11.0,19.27,2.76,1.48,50.27,0.693688851412881
2015-02-27,Ibiuna,Sudoeste,-23.6583,-47.2113,24.43,30.25,19.24,73.88,23.08,10.7,18.94,1.09,0.91,48.899,1.0782183823302343
2015-02-27,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.87,29.57,18.86,77.75,19.85,9.29,19.33,1.78,1.41,42.4553,0.9158601985604133
2015-02-28,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.72,25.61,18.94,87.23,13.31,6.39,19.39,9.57,3.14,29.2023,0.4855195239073664
2015-02-28,Ibiuna,Sudoeste,-23.6583,-47.2113,22.08,26.56,18.55,84.84,17.0,8.07,19.25,5.55,2.66,36.879900000000006,0.5734948629482406
2015-03-01,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.09,26.3,18.17,81.61,21.11,9.59,17.52,1.37,3.79,43.8263,0.7513213839925341
2015-03-01,Ibiuna,Sudoeste,-23.6583,-47.2113,21.71,28.22,17.48,76.47,22.8,10.42,16.89,0.81,3.14,47.619400000000006,0.988779395110853
2015-03-02,Ibiuna,Sudoeste,-23.6583,-47.2113,22.68,29.9,16.88,72.18,26.18,11.86,16.85,0.0,1.98,54.2002,1.1515293118789882
2015-03-02,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.32,27.74,16.44,78.14,26.37,11.84,16.86,0.01,2.87,54.1088,0.8759480810782079
2015-03-03,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.9,27.09,17.87,81.93,22.88,10.38,18.3,0.04,2.08,47.436600000000006,0.7124485190690169
2015-03-03,Ibiuna,Sudoeste,-23.6583,-47.2113,23.44,30.81,17.21,72.14,24.04,10.92,17.3,0.0,1.91,49.9044,1.2290690795589259
2015-03-04,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.19,29.14,18.53,80.16,22.8,10.46,19.07,0.41,1.84,47.802200000000006,0.8789832093981733
2015-03-04,Ibiuna,Sudoeste,-23.6583,-47.2113,24.15,31.25,18.01,72.87,24.83,11.37,18.1,0.32,1.51,51.9609,1.2341065457077711
2015-03-05,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,24.26,31.12,19.51,77.25,22.19,10.15,19.32,0.13,1.38,46.38550000000001,1.1541858097726516
2015-03-05,Ibiuna,Sudoeste,-23.6583,-47.2113,24.91,32.04,18.54,72.27,23.74,10.93,18.71,1.67,0.85,49.9501,1.2923751628181637
2015-03-06,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.89,27.3,20.05,81.76,15.88,7.47,19.27,3.79,1.38,34.1379,0.7523700426046567
2015-03-06,Ibiuna,Sudoeste,-23.6583,-47.2113,22.24,25.37,20.0,86.84,15.46,7.4,19.85,9.87,1.12,33.818000000000005,0.47161705140115595
2015-03-07,Ibiuna,Sudoeste,-23.6583,-47.2113,21.56,25.67,19.41,89.06,10.79,5.34,19.57,21.25,1.57,24.4038,0.4985668227926161
2015-03-07,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.95,25.43,19.65,84.26,10.84,5.32,19.0,26.05,0.84,24.312400000000004,0.5715684235304277
2015-03-08,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.4,24.25,19.65,91.76,11.26,5.53,19.97,9.97,1.78,25.272100000000002,0.3245997651990433
2015-03-08,Ibiuna,Sudoeste,-23.6583,-47.2113,21.88,26.32,19.69,90.14,8.42,4.24,20.1,15.58,2.08,19.376800000000003,0.5068735458439155
2015-03-09,Ibiuna,Sudoeste,-23.6583,-47.2113,20.96,23.9,18.78,91.07,8.75,4.37,19.39,4.05,1.59,19.9709,0.31530398531271153
2015-03-09,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.46,23.99,19.28,87.37,8.65,4.37,19.21,13.04,1.6,19.9709,0.38275238564018377
2015-03-10,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.39,27.93,18.52,85.78,14.75,7.03,19.71,5.31,1.89,32.127100000000006,0.6518661080918249
2015-03-10,Ibiuna,Sudoeste,-23.6583,-47.2113,22.66,27.6,18.86,85.11,14.92,7.12,19.82,5.97,1.7,32.5384,0.6231745115019258
2015-03-11,Ibiuna,Sudoeste,-23.6583,-47.2113,23.36,28.25,19.43,83.04,17.85,8.39,20.06,2.47,1.3,38.3423,0.6991899963339709
2015-03-11,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,23.21,28.22,18.97,83.81,19.29,8.94,20.04,2.36,1.99,40.8558,0.6668750634345746
2015-03-12,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.97,26.86,19.99,84.96,12.18,5.92,20.14,3.28,1.69,27.0544,0.5778749562039516
2015-03-12,Ibiuna,Sudoeste,-23.6583,-47.2113,22.99,27.33,19.47,84.61,15.28,7.27,20.03,1.64,1.56,33.2239,0.6061767887518448
2015-03-13,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.62,26.97,19.55,83.0,15.52,7.35,19.41,9.04,1.35,33.5895,0.6622691565374152
2015-03-13,Ibiuna,Sudoeste,-23.6583,-47.2113,21.89,25.36,19.31,89.07,14.58,6.94,19.92,9.09,1.5,31.715800000000005,0.41157159958384026
2015-03-14,Ibiuna,Sudoeste,-23.6583,-47.2113,21.36,24.8,18.71,88.36,11.65,5.57,19.27,6.36,0.85,25.454900000000002,0.4094120073197769
2015-03-14,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,21.91,26.35,18.56,86.07,12.7,6.07,19.3,4.34,1.21,27.739900000000002,0.5458475923987534
2015-03-15,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.55,27.05,19.3,86.48,9.76,4.81,20.02,10.7,0.98,21.9817,0.5661572901937242
2015-03-15,Ibiuna,Sudoeste,-23.6583,-47.2113,21.23,24.91,18.34,88.39,15.98,7.48,19.14,6.69,1.09,34.183600000000006,0.4130225861309822
2015-03-16,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,22.02,26.3,18.75,85.86,15.17,7.12,19.36,18.76,1.28,32.5384,0.5452016921884444
2015-03-16,Ibiuna,Sudoeste,-23.6583,-47.2113,22.34,27.56,18.2,85.06,17.07,7.88,19.43,20.49,0.91,36.0116,0.6300882508967183
2015-03-17,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.91,24.99,18.33,84.95,12.83,6.19,18.15,4.03,1.83,28.288300000000003,0.5530126270237585
2015-03-17,Ibiuna,Sudoeste,-23.6583,-47.2113,21.48,26.14,18.12,85.23,16.83,7.92,18.65,4.38,1.6,36.1944,0.5846183915537431
2015-03-18,Ibiuna,Sudoeste,-23.6583,-47.2113,20.46,23.0,18.51,90.8,10.28,5.1,18.87,1.54,1.69,23.307,0.29063965903143174
2015-03-18,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.6,23.75,18.82,90.85,9.93,4.92,19.0,6.96,1.98,22.4844,0.3587429481979796
2015-03-19,Ibiuna,Sudoeste,-23.6583,-47.2113,20.75,24.67,18.28,89.05,9.87,4.84,18.78,5.24,1.67,22.1188,0.43591017262252807
2015-03-19,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.54,23.48,18.85,91.65,12.59,6.06,19.08,4.95,2.33,27.6942,0.32609433177989366
2015-03-20,Ibiuna,Sudoeste,-23.6583,-47.2113,20.56,24.03,17.75,87.6,15.69,7.4,18.34,11.58,0.96,33.818000000000005,0.4020028291520963
2015-03-20,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.62,23.24,18.45,90.07,15.54,7.33,18.86,9.27,0.96,33.4981,0.3085239995371132
2015-03-21,Ibiuna,Sudoeste,-23.6583,-47.2113,20.68,25.19,16.4,85.56,10.9,5.23,17.97,6.3,1.25,23.901100000000003,0.47443701051739096
2015-03-21,Mogi das Cruzes,Alto Tiete,-23.5217,-46.186,20.99,25.65,16.26,82.87,10.83,5.17,17.75,7.02,1.34,23.626900000000003,0.5388424933482745
2015-03-22,Ibiuna,Sudoeste,-23.6583,-47.2113,20.62,25.63,17.65,86.34,13.26,6.3,18.08,4.09,1.3,28.791,0.5794146601910013
