Nome: SAO PAULO - MIRANTE
Codigo Estacao: A701
Latitude: -23.4962888
Longitude: -46.6200666
Altitude: 785.64
Situacao: Operante
Data Inicial: 2025-01-01
Data Final: 2025-12-31
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);RADIACAO GLOBAL(Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);UMIDADE RELATIVA DO AR, HORARIA(%);
2025-01-01;0000;0;-3,5;21,2;76;
2025-01-01;0100;0;-3,1;21,1;79;
2025-01-01;0200;0;-3,5;20,5;82;
2025-01-01;0300;0;-1,7;20,7;81;
2025-01-01;0400;0;-3;20,2;83;
2025-01-01;0500;0;-2,1;19,7;85;
2025-01-01;0600;0;-3,5;19,6;85;
2025-01-01;0700;0;-3,5;19,3;86;
2025-01-01;0800;0;-3,5;19;87;
2025-01-01;0900;0;35,5;19,1;88;
2025-01-01;1000;0;599,4;21,8;76;
2025-01-01;1100;0;1484,7;23,2;67;
2025-01-01;1200;0;2324,6;25,8;57;
2025-01-01;1300;0;3042,7;26,7;49;
2025-01-01;1400;0;2946,9;27,9;46;
2025-01-01;1500;0;3500,1;28,6;43;
2025-01-01;1600;0;1446,3;27,8;43;
2025-01-01;1700;0;2998,7;29;40;
2025-01-01;1800;0;1073,1;25,2;65;
2025-01-01;1900;,4;216,4;22,4;77;
2025-01-01;2000;0;231,1;22,6;77;
2025-01-01;2100;0;314,2;23;74;
2025-01-01;2200;0;78,1;22,4;76;
2025-01-01;2300;0;-3,1;22;78;
2025-01-02;0000;0;-2,7;21,9;78;
2025-01-02;0100;0;-3,5;21,7;81;
2025-01-02;0200;0;-3,5;21,5;83;
2025-01-02;0300;0;-3,5;21,2;84;
2025-01-02;0400;0;-3,5;20,7;85;
2025-01-02;0500;0;-3,5;20,3;85;
2025-01-02;0600;0;-3,5;20,1;83;
2025-01-02;0700;0;-3,5;19,4;85;
2025-01-02;0800;0;-3,5;19,3;87;
2025-01-02;0900;0;32,1;20,8;74;
2025-01-02;1000;0;521,4;22,3;69;
2025-01-02;1100;0;1564,2;23,6;65;
2025-01-02;1200;0;2465,1;25,6;60;
2025-01-02;1300;0;2988,4;26,7;56;
2025-01-02;1400;0;3510,4;27,7;47;
2025-01-02;1500;0;3890,4;29,1;39;
2025-01-02;1600;0;3607,9;29,3;38;
2025-01-02;1700;0;3408,8;30,7;36;
2025-01-02;1800;0;2509,5;29,6;38;
2025-01-02;1900;0;1895,3;30,4;38;
2025-01-02;2000;0;1068,6;29,5;38;
2025-01-02;2100;0;551,5;29;40;
2025-01-02;2200;0;92,9;27,2;54;
2025-01-02;2300;,2;-2,9;21,9;77;
2025-01-03;0000;,2;-3,5;21,1;83;
2025-01-03;0100;,2;-3;21,1;82;
2025-01-03;0200;0;-3;21,5;80;
2025-01-03;0300;0;-2,8;21,8;79;
2025-01-03;0400;0;-3,4;21,3;80;
2025-01-03;0500;0;-3,5;21,4;76;
2025-01-03;0600;0;-3,5;21,2;76;
2025-01-03;0700;0;-3,5;21,1;76;
2025-01-03;0800;0;-3,5;21,3;72;
2025-01-03;0900;0;27,4;20,9;75;
2025-01-03;1000;0;615,9;22,1;71;
2025-01-03;1100;0;1508,9;23,3;67;
2025-01-03;1200;0;2393,2;24,1;67;
2025-01-03;1300;0;3086,2;26;60;
2025-01-03;1400;0;2808,6;27,1;58;
2025-01-03;1500;0;3704,6;27,7;51;
2025-01-03;1600;0;3664,2;28,4;49;
2025-01-03;1700;0;3004,6;30,2;44;
2025-01-03;1800;0;3211,7;29,4;44;
2025-01-03;1900;12;740;21,1;90;
2025-01-03;2000;1,2;371,7;24,4;72;
2025-01-03;2100;0;391,1;25,5;64;
2025-01-03;2200;0;185,3;24,8;66;
2025-01-03;2300;0;-3,1;23,9;71;
2025-01-04;0000;0;-3,5;23,5;71;
2025-01-04;0100;0;-3,5;23,5;71;
2025-01-04;0200;0;-3,5;22,8;75;
2025-01-04;0300;0;-3,5;22,7;75;
2025-01-04;0400;0;-3,5;22,2;75;
2025-01-04;0500;0;-3,5;21,9;74;
2025-01-04;0600;0;-3,5;21,8;74;
2025-01-04;0700;0;-3,5;21,9;73;
2025-01-04;0800;,4;-3,4;20,9;80;
2025-01-04;0900;0;37;21;78;
2025-01-04;1000;0;185,8;21,3;80;
2025-01-04;1100;0;1425,9;23,6;71;
2025-01-04;1200;0;2228;24,4;66;
2025-01-04;1300;0;2387,5;25,2;64;
2025-01-04;1400;0;2336,9;26,3;58;
2025-01-04;1500;0;2425,5;26,6;58;
2025-01-04;1600;0;2972,2;28,1;53;
2025-01-04;1700;0;2840,4;28,4;51;
2025-01-04;1800;0;2194,3;28,4;47;
2025-01-04;1900;0;1010,1;27,6;53;
2025-01-04;2000;0;834,2;27,2;51;
2025-01-04;2100;0;603,5;26,3;58;
2025-01-04;2200;0;30,3;25,2;69;
2025-01-04;2300;0;-3,4;24,1;75;
2025-01-05;0000;,2;-3,5;22,9;83;
2025-01-05;0100;,4;-3,5;22,3;87;
2025-01-05;0200;0;-2,7;22,6;75;
2025-01-05;0300;0;-3,5;22,1;81;
2025-01-05;0400;,2;-2,6;21,8;84;
2025-01-05;0500;,2;-,6;20,8;83;
2025-01-05;0600;0;-2,9;20;81;
2025-01-05;0700;0;-3,5;19,5;84;
2025-01-05;0800;0;-3,5;19,8;81;
2025-01-05;0900;0;13;19,5;83;
2025-01-05;1000;0;578,1;21,9;75;
2025-01-05;1100;0;1495,8;23,6;67;
2025-01-05;1200;0;2333;25,9;56;
2025-01-05;1300;0;2739,1;26,7;53;
2025-01-05;1400;0;3067;27;51;
2025-01-05;1500;0;2760,9;28;45;
2025-01-05;1600;0;2345;28,1;42;
2025-01-05;1700;0;1969,3;27,5;57;
2025-01-05;1800;0;2803,7;28,4;55;
2025-01-05;1900;0;2497,6;25,5;62;
2025-01-05;2000;0;712,1;23;70;
2025-01-05;2100;0;219,5;22,3;73;
2025-01-05;2200;0;26,6;22,1;76;
2025-01-05;2300;0;-1,4;21,2;79;
2025-01-06;0000;0;-1,6;21,4;78;
2025-01-06;0100;0;-1,8;21;77;
2025-01-06;0200;0;-1,7;20,7;81;
2025-01-06;0300;0;-1,7;20,7;81;
2025-01-06;0400;0;-1,6;20,9;80;
2025-01-06;0500;0;-2,8;20,7;80;
2025-01-06;0600;0;-2,5;20,7;79;
2025-01-06;0700;0;-3,4;20,5;80;
2025-01-06;0800;0;-2,6;20,6;80;
2025-01-06;0900;0;26,3;20,4;79;
2025-01-06;1000;0;446,3;21,6;74;
2025-01-06;1100;0;1600;23,7;67;
2025-01-06;1200;0;2126;25,6;61;
2025-01-06;1300;0;3088,7;27,4;55;
2025-01-06;1400;0;2352,2;27,8;48;
2025-01-06;1500;0;3126,1;28,9;41;
2025-01-06;1600;0;2679,3;29,5;30;
2025-01-06;1700;0;3464,6;30,8;27;
2025-01-06;1800;0;2125,5;25,4;63;
2025-01-06;1900;0;1213,7;24,6;67;
2025-01-06;2000;0;654,3;24,2;68;
2025-01-06;2100;0;319,9;22,7;72;
2025-01-06;2200;0;119,1;22,5;72;
2025-01-06;2300;0;-1,5;22,5;73;
2025-01-07;0000;0;-2;22,3;73;
2025-01-07;0100;0;-2,8;21,8;75;
2025-01-07;0200;0;-3,5;21,4;78;
2025-01-07;0300;0;-3,5;21;78;
2025-01-07;0400;0;-3;21;79;
2025-01-07;0500;0;-2,7;20,8;81;
2025-01-07;0600;0;-2;20,9;79;
2025-01-07;0700;0;-1,7;20,9;78;
2025-01-07;0800;0;-2;21,1;75;
2025-01-07;0900;0;22;21,2;76;
2025-01-07;1000;0;236,7;21,7;74;
2025-01-07;1100;0;907,6;23,3;69;
2025-01-07;1200;0;1290,9;23,9;65;
2025-01-07;1300;0;2057,6;25,6;61;
2025-01-07;1400;0;3684,4;27,1;55;
2025-01-07;1500;0;2687,9;27,6;52;
2025-01-07;1600;0;3085,4;29,1;43;
2025-01-07;1700;3,8;590,9;19,9;84;
2025-01-07;1800;0;797,9;22,2;82;
2025-01-07;1900;5,4;308,3;21,4;88;
2025-01-07;2000;,2;701,2;21,3;84;
2025-01-07;2100;0;541,9;21,7;75;
2025-01-07;2200;0;88,8;21,1;77;
2025-01-07;2300;0;-3;20,5;78;
2025-01-08;0000;0;-3,5;20,2;79;
2025-01-08;0100;0;-3,3;20,3;80;
2025-01-08;0200;0;-3,1;20,4;80;
2025-01-08;0300;0;-3,5;20;82;
2025-01-08;0400;0;-3,5;19,7;85;
2025-01-08;0500;0;-2,6;19,8;84;
2025-01-08;0600;0;-3,4;19,4;85;
2025-01-08;0700;0;-3,1;19,6;85;
2025-01-08;0800;0;-1,9;19,4;85;
2025-01-08;0900;0;15,9;19,4;85;
2025-01-08;1000;0;225,2;20,1;82;
2025-01-08;1100;0;590,3;21,2;75;
2025-01-08;1200;0;1063,6;21,9;70;
2025-01-08;1300;0;1638,7;24,3;64;
2025-01-08;1400;0;2897,7;26,1;56;
2025-01-08;1500;0;3492,8;27,3;50;
2025-01-08;1600;0;2645,5;26,9;53;
2025-01-08;1700;0;3255,6;27,9;50;
2025-01-08;1800;1,4;1343,9;21,2;75;
2025-01-08;1900;1,2;1403,8;22,6;76;
2025-01-08;2000;0;996,9;23,1;71;
2025-01-08;2100;0;324,3;22,7;70;
2025-01-08;2200;0;29,6;22,1;73;
2025-01-08;2300;0;-1,9;20,9;76;
2025-01-09;0000;0;-2,9;20,5;72;
2025-01-09;0100;0;-3,5;19,9;81;
2025-01-09;0200;0;-1,9;19,9;79;
2025-01-09;0300;0;-1,4;19,8;81;
2025-01-09;0400;0;-3,3;19,6;84;
2025-01-09;0500;0;-3;19,5;83;
2025-01-09;0600;0;-3,5;19,2;83;
2025-01-09;0700;0;-2,9;18,8;86;
2025-01-09;0800;0;-3,4;19;83;
2025-01-09;0900;0;11,7;19;83;
2025-01-09;1000;0;238;19,5;80;
2025-01-09;1100;0;509,7;20,3;76;
2025-01-09;1200;0;1004,2;21,2;68;
2025-01-09;1300;0;1699;23,8;64;
2025-01-09;1400;0;1656,4;23,8;63;
2025-01-09;1500;0;1659,6;23,3;63;
2025-01-09;1600;0;1372,5;24,1;61;
2025-01-09;1700;0;2487;25,6;55;
2025-01-09;1800;0;1729;23,1;65;
2025-01-09;1900;0;1195,1;21,8;70;
2025-01-09;2000;0;827,7;21,2;70;
2025-01-09;2100;0;329,8;20,6;73;
2025-01-09;2200;0;111,2;19,8;77;
2025-01-09;2300;0;-1,5;20;74;
2025-01-10;0000;0;-2,2;19,6;77;
2025-01-10;0100;0;-2,8;19,5;77;
2025-01-10;0200;,2;-3,1;18,4;87;
2025-01-10;0300;,2;-1,8;18,6;86;
2025-01-10;0400;0;-1,7;18,8;81;
2025-01-10;0500;0;-2,6;18,8;80;
2025-01-10;0600;0;-2,4;18,7;80;
2025-01-10;0700;0;-3,3;18,6;81;
2025-01-10;0800;0;-3,5;18,2;83;
2025-01-10;0900;0;36,4;18,5;82;
2025-01-10;1000;0;378,3;19,4;75;
2025-01-10;1100;0;785,3;20,8;70;
2025-01-10;1200;0;1915,3;24;56;
2025-01-10;1300;0;2361,4;23,5;54;
2025-01-10;1400;0;3534,6;25,2;44;
2025-01-10;1500;0;2260,4;25,5;48;
2025-01-10;1600;0;3251,2;25,6;48;
2025-01-10;1700;0;2341,4;26,5;45;
2025-01-10;1800;0;1674,9;25,4;53;
2025-01-10;1900;0;1768,6;25;55;
2025-01-10;2000;0;1331,2;23,5;57;
2025-01-10;2100;0;819,9;22,2;61;
2025-01-10;2200;0;97,6;20,7;68;
2025-01-10;2300;0;-3,4;20;71;
2025-01-11;0000;0;-3,5;19;64;
2025-01-11;0100;0;-3,5;18,5;69;
2025-01-11;0200;0;-3,5;17,9;75;
2025-01-11;0300;0;-3,5;17,6;77;
2025-01-11;0400;0;-3,5;17,5;77;
2025-01-11;0500;0;-3,5;17,2;78;
2025-01-11;0600;0;-3,5;16,9;79;
2025-01-11;0700;0;-3,5;16,6;81;
2025-01-11;0800;0;-3,5;16,3;83;
2025-01-11;0900;0;22,4;16,9;83;
2025-01-11;1000;0;542,5;19,4;70;
2025-01-11;1100;0;1418,4;20,9;65;
2025-01-11;1200;0;2228,7;22,5;62;
2025-01-11;1300;0;2959,9;23;57;
2025-01-11;1400;0;3566;25,5;48;
2025-01-11;1500;0;3522,8;27,6;46;
2025-01-11;1600;0;3852,7;27,7;37;
2025-01-11;1700;0;2434,9;27,2;48;
2025-01-11;1800;0;1553,2;26,4;52;
2025-01-11;1900;0;1329,4;25;56;
2025-01-11;2000;0;758;23;64;
2025-01-11;2100;0;316,7;21,9;67;
2025-01-11;2200;0;57,1;21;67;
2025-01-11;2300;0;-2,9;20,9;68;
2025-01-12;0000;0;-2,5;20,5;69;
2025-01-12;0100;0;-2,6;20,2;71;
2025-01-12;0200;0;-1,8;20,2;72;
2025-01-12;0300;0;-1,6;20,3;72;
2025-01-12;0400;0;-2,7;19,9;74;
2025-01-12;0500;0;-2,6;19,6;75;
2025-01-12;0600;0;-3,5;19,3;77;
2025-01-12;0700;0;-3,5;18,8;77;
2025-01-12;0800;0;-3,5;18,8;78;
2025-01-12;0900;0;16,3;18,8;81;
2025-01-12;1000;0;248,9;19,7;78;
2025-01-12;1100;0;416,2;20,5;76;
2025-01-12;1200;0;1493,6;22,7;62;
2025-01-12;1300;0;1615,6;22,7;61;
2025-01-12;1400;0;2701,1;24,8;51;
2025-01-12;1500;0;2039,3;24,9;50;
2025-01-12;1600;0;1392;24,7;53;
2025-01-12;1700;0;1815,3;23,9;62;
2025-01-12;1800;0;1918,1;24,1;58;
2025-01-12;1900;0;1506;23,3;62;
2025-01-12;2000;0;918;21,1;69;
2025-01-12;2100;0;423,1;20,8;67;
2025-01-12;2200;0;74,1;19,8;72;
2025-01-12;2300;0;-2;19,7;69;
2025-01-13;0000;0;-1,9;19,4;73;
2025-01-13;0100;0;-1,7;19,2;76;
2025-01-13;0200;0;-1,8;19,2;76;
2025-01-13;0300;0;-2,2;18,8;80;
2025-01-13;0400;0;-1,8;18,7;77;
2025-01-13;0500;0;-2;18,3;78;
2025-01-13;0600;0;-3,2;17,7;79;
2025-01-13;0700;0;-3,1;17,6;77;
2025-01-13;0800;0;-3,5;17,2;77;
2025-01-13;0900;0;27,1;17,4;77;
2025-01-13;1000;0;399;18,2;72;
2025-01-13;1100;0;904,4;19,9;63;
2025-01-13;1200;0;1357,5;21,4;60;
2025-01-13;1300;0;1587,3;22,2;56;
2025-01-13;1400;0;1381;23,6;55;
2025-01-13;1500;0;2285,4;24,5;51;
2025-01-13;1600;0;1803,4;24,2;52;
2025-01-13;1700;0;1323,7;23,5;55;
2025-01-13;1800;0;951,5;23;53;
2025-01-13;1900;0;1204,3;23,8;48;
2025-01-13;2000;0;1759,4;22,8;52;
2025-01-13;2100;0;521,1;20,5;58;
2025-01-13;2200;0;141,9;19,7;65;
2025-01-13;2300;0;-3,3;18,5;70;
2025-01-14;0000;0;-3,5;18,2;68;
2025-01-14;0100;0;-3,5;18,1;70;
2025-01-14;0200;0;-2,8;18,2;71;
2025-01-14;0300;0;-3,5;17,6;75;
2025-01-14;0400;0;-3,5;17,2;79;
2025-01-14;0500;0;-3,5;16,8;82;
2025-01-14;0600;0;-3,5;16,7;83;
2025-01-14;0700;0;-3,5;16,4;85;
2025-01-14;0800;0;-3,5;16,3;85;
2025-01-14;0900;0;37,9;16,6;85;
2025-01-14;1000;0;525,8;18,2;74;
2025-01-14;1100;0;924;19,2;73;
2025-01-14;1200;0;1477,8;20,6;65;
2025-01-14;1300;0;1867,5;21,7;56;
2025-01-14;1400;0;2170,2;22,9;56;
2025-01-14;1500;0;1423,4;22,6;58;
2025-01-14;1600;0;1178,1;23,1;57;
2025-01-14;1700;0;819;21,9;63;
2025-01-14;1800;0;463,1;20,9;68;
2025-01-14;1900;0;271,8;20,9;70;
2025-01-14;2000;0;329,2;20,9;69;
2025-01-14;2100;0;122,9;20;72;
2025-01-14;2200;0;58;19,8;72;
2025-01-14;2300;0;-,8;19,5;75;
2025-01-15;0000;0;-2;19,1;76;
2025-01-15;0100;0;-2,1;18,9;77;
2025-01-15;0200;0;-1,6;19;78;
2025-01-15;0300;0;-1,3;19;78;
2025-01-15;0400;0;-1,4;18,9;77;
2025-01-15;0500;0;-2,1;18,8;78;
2025-01-15;0600;0;-1,7;18,8;78;
2025-01-15;0700;0;-1,3;18,6;77;
2025-01-15;0800;0;-1,9;18,7;76;
2025-01-15;0900;0;25,6;18,8;75;
2025-01-15;1000;0;230,2;19,4;74;
2025-01-15;1100;0;853,7;21,7;67;
2025-01-15;1200;0;1916,2;23,6;59;
2025-01-15;1300;0;2638,8;24,4;58;
2025-01-15;1400;0;3090,5;25,5;54;
2025-01-15;1500;0;3485,8;27,2;50;
2025-01-15;1600;0;3461,9;28;47;
2025-01-15;1700;0;2155,6;28,2;48;
2025-01-15;1800;0;1706,4;28,4;52;
2025-01-15;1900;0;1925,1;26,6;58;
2025-01-15;2000;0;677,6;23,5;68;
2025-01-15;2100;0;362;22,4;71;
2025-01-15;2200;0;68,3;22;74;
2025-01-15;2300;0;-2,3;21;80;
2025-01-16;0000;0;-2;21,4;78;
2025-01-16;0100;0;-2;21,6;76;
2025-01-16;0200;0;-2;21,6;78;
2025-01-16;0300;0;-1,6;21,6;78;
2025-01-16;0400;0;-1,3;21,5;79;
2025-01-16;0500;0;-2;21,4;80;
2025-01-16;0600;0;-3;21;82;
2025-01-16;0700;0;-3,3;20,9;82;
2025-01-16;0800;0;-3,4;20,6;82;
2025-01-16;0900;0;10,4;20,7;82;
2025-01-16;1000;0;172,2;21,1;81;
2025-01-16;1100;0;428,7;21,9;77;
2025-01-16;1200;0;754,7;22,6;75;
2025-01-16;1300;0;1807,5;25,1;65;
2025-01-16;1400;0;3531,5;27,1;59;
2025-01-16;1500;0;2769,3;27,3;56;
2025-01-16;1600;0;1615;27,1;55;
2025-01-16;1700;0;3301,5;29,4;50;
2025-01-16;1800;0;1839,9;28,8;51;
2025-01-16;1900;0;598,5;28,1;54;
2025-01-16;2000;,2;246,8;26,6;60;
2025-01-16;2100;3,2;77,5;22,5;87;
2025-01-16;2200;0;53,7;22,7;89;
2025-01-16;2300;5,2;-,7;22,4;91;
2025-01-17;0000;2;-,5;21,8;91;
2025-01-17;0100;16,6;,1;21,6;97;
2025-01-17;0200;4,6;,4;21,3;99;
2025-01-17;0300;3,2;0;21,1;98;
2025-01-17;0400;,4;-1,1;20,8;98;
2025-01-17;0500;0;-2,7;20,8;97;
2025-01-17;0600;0;-1,5;20,8;97;
2025-01-17;0700;,2;-1,9;20,6;97;
2025-01-17;0800;0;-2,1;20,5;93;
2025-01-17;0900;0;6,9;20,5;92;
2025-01-17;1000;0;224,7;21,4;91;
2025-01-17;1100;0;841,4;23,3;77;
2025-01-17;1200;0;1536,3;25,5;64;
2025-01-17;1300;0;1166,4;25,4;64;
2025-01-17;1400;0;1638,4;26,3;64;
2025-01-17;1500;0;1238,3;26,2;63;
2025-01-17;1600;0;681,6;25,8;63;
2025-01-17;1700;0;780,2;25,9;63;
2025-01-17;1800;0;1063,4;27;60;
2025-01-17;1900;0;1381,5;27,7;60;
2025-01-17;2000;0;1054,6;27,7;58;
2025-01-17;2100;0;365;26,6;63;
2025-01-17;2200;0;69,3;25,9;64;
2025-01-17;2300;0;-3,3;25,7;68;
2025-01-18;0000;0;-2,3;25,2;72;
2025-01-18;0100;0;-2,2;23,8;65;
2025-01-18;0200;0;-2,9;22,8;72;
2025-01-18;0300;,4;-3,3;21,2;83;
2025-01-18;0400;0;-1,6;21,4;82;
2025-01-18;0500;0;-2,5;21,4;83;
2025-01-18;0600;0;-2,3;21,5;85;
2025-01-18;0700;0;-3,5;21,8;86;
2025-01-18;0800;0;-3,5;21,6;87;
2025-01-18;0900;0;18,4;21,8;88;
2025-01-18;1000;0;460,5;24,5;77;
2025-01-18;1100;0;994,8;25,8;68;
2025-01-18;1200;0;1536;26,9;64;
2025-01-18;1300;0;2741,4;28,5;57;
2025-01-18;1400;0;2705,6;29;53;
2025-01-18;1500;0;3226,2;29,9;52;
2025-01-18;1600;0;3261;30,9;45;
2025-01-18;1700;0;3345,7;31,8;42;
2025-01-18;1800;0;2465,5;31,7;43;
2025-01-18;1900;0;1825,5;28,1;54;
2025-01-18;2000;0;497,8;28,9;52;
2025-01-18;2100;0;607,5;28,4;52;
2025-01-18;2200;0;90,4;27,1;55;
2025-01-18;2300;0;-3,5;26,9;56;
2025-01-19;0000;0;-3,5;25,9;66;
2025-01-19;0100;0;-3,5;25,1;70;
2025-01-19;0200;0;-3,5;24,5;73;
2025-01-19;0300;0;-3,5;24,5;71;
2025-01-19;0400;0;-3,5;23,9;74;
2025-01-19;0500;0;-3,5;23,7;77;
2025-01-19;0600;0;-3,5;23,1;81;
2025-01-19;0700;0;-3,5;22,9;83;
2025-01-19;0800;0;-3,5;22,3;84;
2025-01-19;0900;0;17,6;22,3;84;
2025-01-19;1000;0;502;24,9;71;
2025-01-19;1100;0;1043,7;26,5;63;
2025-01-19;1200;0;2195;28,9;55;
2025-01-19;1300;0;2701,9;29,7;50;
2025-01-19;1400;0;2460;29,6;47;
2025-01-19;1500;0;1331,1;27,9;59;
2025-01-19;1600;0;1616,9;29,5;51;
2025-01-19;1700;0;1402,1;30,1;51;
2025-01-19;1800;4,6;1003,3;25,8;68;
2025-01-19;1900;0;1725,8;29,3;47;
2025-01-19;2000;0;1494,1;31;41;
2025-01-19;2100;0;309,9;27,2;60;
2025-01-19;2200;0;64,4;25,6;67;
2025-01-19;2300;0;-3,5;25,1;74;
2025-01-20;0000;0;-3,5;25,3;71;
2025-01-20;0100;0;-3,5;24,5;71;
2025-01-20;0200;0;-3,5;25;71;
2025-01-20;0300;0;-3,5;24,4;72;
2025-01-20;0400;0;-3,5;24;71;
2025-01-20;0500;0;-3,5;23,4;72;
2025-01-20;0600;0;-3,5;22,7;75;
2025-01-20;0700;0;-3,5;22,1;77;
2025-01-20;0800;0;-3,5;22,9;72;
2025-01-20;0900;0;14,3;23;70;
2025-01-20;1000;0;376;23,2;73;
2025-01-20;1100;0;1180,1;25,1;67;
2025-01-20;1200;0;1470,1;26,1;62;
2025-01-20;1300;0;2576,1;28,2;56;
2025-01-20;1400;0;3581,2;28,5;55;
2025-01-20;1500;0;null;29,9;50;
2025-01-20;1600;0;3534,6;30;47;
2025-01-20;1700;0;3475;30,5;44;
2025-01-20;1800;0;2821,2;31,1;41;
2025-01-20;1900;0;1571,8;30,2;44;
2025-01-20;2000;0;1428,9;30,7;44;
2025-01-20;2100;0;754;29,4;49;
2025-01-20;2200;0;82,9;28,3;53;
2025-01-20;2300;0;-3,5;27,9;55;
2025-01-21;0000;0;-3,5;27,2;58;
2025-01-21;0100;0;-3,5;27;58;
2025-01-21;0200;0;-3,5;26,6;59;
2025-01-21;0300;0;-3,5;25,9;63;
2025-01-21;0400;0;-3,5;25,7;63;
2025-01-21;0500;0;-3,5;25,4;63;
2025-01-21;0600;0;-3,5;24,7;67;
2025-01-21;0700;0;-3,5;24,2;69;
2025-01-21;0800;0;-3,5;23,8;69;
2025-01-21;0900;0;16;23,8;70;
2025-01-21;1000;0;400,6;25,5;65;
2025-01-21;1100;0;1309,4;26,4;58;
2025-01-21;1200;0;2174,3;28,4;53;
2025-01-21;1300;0;2640;29;50;
2025-01-21;1400;0;3537,9;29,7;47;
2025-01-21;1500;0;3867;30,5;42;
2025-01-21;1600;0;3973,4;31,9;37;
2025-01-21;1700;0;3509,2;32,8;36;
2025-01-21;1800;0;1386,2;30,9;41;
2025-01-21;1900;0;714,1;30,3;42;
2025-01-21;2000;0;684,4;29,9;48;
2025-01-21;2100;0;90,4;28,5;51;
2025-01-21;2200;0;14,1;28,2;50;
2025-01-21;2300;0;-3,3;27,3;53;
2025-01-22;0000;0;-3,5;26,4;56;
2025-01-22;0100;0;-3,5;25,8;58;
2025-01-22;0200;0;-3,5;25,5;65;
2025-01-22;0300;0;-3,5;25;67;
2025-01-22;0400;0;-3,5;24,4;68;
2025-01-22;0500;0;-3,5;24,3;69;
2025-01-22;0600;0;-3,5;24;69;
2025-01-22;0700;0;-3,5;23,9;71;
2025-01-22;0800;0;-3,5;23,6;73;
2025-01-22;0900;0;12,8;23,1;75;
2025-01-22;1000;0;266,6;24,8;70;
2025-01-22;1100;0;1114,1;27,5;62;
2025-01-22;1200;0;1726,4;28,5;56;
2025-01-22;1300;0;2617,9;30,2;45;
2025-01-22;1400;0;2847,5;30,5;40;
2025-01-22;1500;0;2713,1;32,1;34;
2025-01-22;1600;0;3546,2;32,4;29;
2025-01-22;1700;0;3973,3;34,1;27;
2025-01-22;1800;0;1415,3;30,5;49;
2025-01-22;1900;0;2302,4;32,1;44;
2025-01-22;2000;0;779,8;29,5;49;
2025-01-22;2100;1,4;179,8;24,1;79;
2025-01-22;2200;12;101,7;22,6;88;
2025-01-22;2300;0;-,6;23,4;86;
2025-01-23;0000;0;3,2;23,5;80;
2025-01-23;0100;0;-1,8;23,3;79;
2025-01-23;0200;0;-3,4;23,2;80;
2025-01-23;0300;0;-3,3;23,6;79;
2025-01-23;0400;0;-3,2;23,3;76;
2025-01-23;0500;0;-2,6;21,6;68;
2025-01-23;0600;0;-3,5;22,6;60;
2025-01-23;0700;0;-3,5;23,2;55;
2025-01-23;0800;0;-3,5;22,6;60;
2025-01-23;0900;0;16;22,1;65;
2025-01-23;1000;0;313,3;22,1;67;
2025-01-23;1100;0;553,2;23;66;
2025-01-23;1200;0;1164,2;24,4;66;
2025-01-23;1300;0;1548;25,9;62;
2025-01-23;1400;0;3773,7;27,8;52;
2025-01-23;1500;0;2914,1;29,5;45;
2025-01-23;1600;0;3592,6;30;45;
2025-01-23;1700;0;2620,6;31,1;45;
2025-01-23;1800;0;1640,8;30,5;42;
2025-01-23;1900;0;750,8;28,2;58;
2025-01-23;2000;null;null;null;null;
2025-01-23;2100;0;821,9;27,8;50;
2025-01-23;2200;0;92,1;25,4;64;
2025-01-23;2300;0;-3,5;24,5;70;
2025-01-24;0000;0;-3,5;23,9;71;
2025-01-24;0100;0;-3,5;23,6;73;
2025-01-24;0200;0;-3,5;23,2;77;
2025-01-24;0300;0;-3,5;22,9;79;
2025-01-24;0400;0;-3,5;22,8;77;
2025-01-24;0500;0;-3,5;22,5;81;
2025-01-24;0600;0;-2,5;22,7;78;
2025-01-24;0700;0;-2,1;22;80;
2025-01-24;0800;0;-3,5;21,7;80;
2025-01-24;0900;0;3,7;21,8;76;
2025-01-24;1000;0;271,3;23,4;74;
2025-01-24;1100;0;859;24,6;68;
2025-01-24;1200;0;1437,3;25,6;65;
2025-01-24;1300;0;1564,2;27;60;
2025-01-24;1400;0;2734,9;28,2;51;
2025-01-24;1500;0;2959,4;29,8;45;
2025-01-24;1600;0;2448,5;29,5;48;
2025-01-24;1700;0;3225,9;31,9;37;
2025-01-24;1800;0;1684,5;27,3;52;
2025-01-24;1900;82;30,7;19,3;93;
2025-01-24;2000;39,8;7,9;19,8;99;
2025-01-24;2100;2;13,7;20;100;
2025-01-24;2200;1,6;14,3;21;100;
2025-01-24;2300;0;-2,6;20,7;100;
2025-01-25;0000;0;-3,1;20,8;100;
2025-01-25;0100;0;-2,2;20,9;100;
2025-01-25;0200;,2;-1,8;20,5;97;
2025-01-25;0300;0;-2;20,6;92;
2025-01-25;0400;0;-1,1;20,8;90;
2025-01-25;0500;0;-,9;21;89;
2025-01-25;0600;0;0;21,2;89;
2025-01-25;0700;0;-1;20,7;90;
2025-01-25;0800;0;-3,5;20,4;91;
2025-01-25;0900;0;20,1;20,5;91;
2025-01-25;1000;0;462,7;22,8;84;
2025-01-25;1100;0;1198,6;24,8;71;
